Ticket_ID,Created_Date,Resolved_Date,Support_Team,Support_Engineer,Application_Module,Issue_Category,Priority,Ticket_Status,Resolution_Days,SLA_Target_Days,SLA_Status,CSAT_Score
TKT04109,2024-04-25,2024-04-26,Integration Support,Arjun,Orders,Data Issue,critical,Resolved,1.0,1,Met,3.0
TKT04110,2024-12-31,,Integration Support,Tarun,Reporting,Bug,low,Pending Client,,5,,
TKT04111,2024-05-29,,Integration Support,Tarun,Login,Performance Issue,critical,Open,,1,,
TKT04112,2024-05-17,2024-05-19,Database Support,Rohit,Payments,Bug,Critical,Closed,2.0,1,Breached,1.0
TKT04113,2024-04-07,2024-04-10,Integration Support,Divya,API Integration,Configuration Issue,low,resolved,3.0,5,Met,
TKT04114,2024-05-02,2024-05-08,Database Support,Sandeep,Reporting,Bug,Low,Resolved,6.0,5,Breached,2.0
TKT04115,2024-02-21,2024-02-22,Integration Support,Manish,API Integration,Performance Issue,Medium,Resolved,1.0,3,Met,4.0
TKT04116,2024-05-26,,Integration Support,Manish,Reporting,Access Issue,HIGH,Open,,2,,
TKT04117,2024-02-04,,Database Support,Anjali,API Integration,Performance Issue,High,Pending client,,2,,
TKT04118,2024-03-09,,Integration Support,Tarun,User Management,Access Issue,low,Pending client,,5,,
TKT04119,2024-01-26,2024-01-31,Infrastructure Support,Meena,Reporting,Access Issue,Low,resolved,5.0,5,Met,
TKT04120,2024-05-13,,Integration Support,Pooja,Login,Access Issue,Low,In Progress,,5,,
TKT04121,2024-12-13,,Application Support,Rahul,Login,Bug,critical,Open,,1,,
TKT04122,2024-05-05,2024-05-10,Database Support,Sandeep,Orders,Bug,Low,Closed,5.0,5,Met,
TKT04123,2024-03-14,2024-03-21,Application Support,Priya,Orders,Bug,low,Open,7.0,5,Breached,
TKT04124,2024-05-02,,Application Support,Priya,User Management,Configuration Issue,critical,Pending client,,1,,
TKT04125,2024-10-25,2024-10-25,Integration Support,Arjun,Reporting,Performance Issue,High,Closed,0.0,2,Met,
TKT04126,2024-02-17,2024-02-17,Integration Support,Divya,Reporting,Data Issue,Critical,Resolved,0.0,1,Met,
TKT04127,2024-06-29,2024-06-29,Application Support,Priya,Orders,Performance Issue,High,Closed,0.0,2,Met,4.0
TKT04128,2024-10-20,2024-10-20,Infrastructure Support,Kiran,Reporting,Configuration Issue,critical,closed,0.0,1,Met,5.0
TKT04129,2024-11-29,2024-11-29,Database Support,Anjali,Reporting,Data Issue,HIGH,Resolved,0.0,2,Met,3.0
TKT04130,2024-12-17,2024-12-17,Infrastructure Support,Kiran,Orders,Configuration Issue,critical,closed,0.0,1,Met,4.0
TKT04131,2024-01-23,,Integration Support,Arjun,Orders,Bug,critical,Pending client,,1,,
TKT04132,2024-09-17,2024-09-17,Database Support,Sandeep,Payments,Data Issue,Critical,resolved,0.0,1,Met,
TKT04133,2024-08-13,2024-08-17,Database Support,Anjali,Login,Access Issue,Medium,Open,4.0,3,Breached,
TKT04134,2024-09-19,,Database Support,Sandeep,API Integration,Performance Issue,critical,In Progress,,1,,
TKT04135,2024-11-06,2024-11-06,Integration Support,Divya,Reporting,Bug,critical,Resolved,0.0,1,Met,4.0
TKT04136,2024-10-19,,Database Support,Sandeep,Login,Access Issue,low,In Progress,,5,,
TKT04137,2024-02-02,2024-02-03,Database Support,Neha,User Management,Configuration Issue,critical,resolved,1.0,1,Met,4.0
TKT04138,2024-07-12,2024-07-14,Integration Support,Manish,Reporting,Data Issue,Low,Closed,2.0,5,Met,
TKT04139,2024-11-13,2024-11-14,Integration Support,Arjun,API Integration,Configuration Issue,Critical,closed,1.0,1,Met,3.0
TKT04140,2024-08-02,2024-08-04,Database Support,Neha,User Management,Performance Issue,Medium,Resolved,2.0,3,Met,4.0
TKT04141,2024-12-12,2024-12-13,Infrastructure Support,Kiran,Payments,Performance Issue,Medium,Pending client,1.0,3,Met,
TKT04142,2024-05-02,2024-05-03,Infrastructure Support,Meena,Login,Bug,Medium,Open,1.0,3,Met,
TKT04143,2024-09-06,2024-09-09,Database Support,Anjali,Payments,Performance Issue,Critical,closed,3.0,1,Breached,2.0
TKT04144,2024-01-24,,Integration Support,Arjun,User Management,Access Issue,Low,Open,,5,,
TKT04145,2024-09-05,,Database Support,Vikram,Orders,Access Issue,Low,Open,,5,,
TKT04146,2024-08-07,2024-08-07,Application Support,Rahul,Reporting,Bug,Critical,Open,0.0,1,Met,
TKT04147,2024-04-08,2024-04-12,Application Support,Amit,API Integration,Configuration Issue,low,Open,4.0,5,Met,
TKT04148,2024-09-01,,Database Support,Vikram,Orders,Performance Issue,High,Pending client,,2,,
TKT04149,2024-11-07,2024-11-07,Application Support,Sneha,User Management,Performance Issue,HIGH,Closed,0.0,2,Met,4.0
TKT04150,2024-04-20,2024-04-20,Integration Support,Divya,API Integration,Data Issue,critical,Pending Client,0.0,1,Met,
TKT04151,2024-07-17,2024-07-18,Database Support,Neha,Payments,Configuration Issue,Medium,Resolved,1.0,3,Met,5.0
TKT04152,2024-07-29,2024-07-31,Application Support,Sneha,User Management,Performance Issue,low,Resolved,2.0,5,Met,4.0
TKT04153,2024-04-08,,Application Support,Amit,User Management,Data Issue,Medium,In Progress,,3,,
TKT04154,2024-02-20,2024-02-25,Application Support,Rahul,API Integration,Data Issue,low,closed,5.0,5,Met,
TKT04155,2024-07-04,2024-07-08,Infrastructure Support,Kiran,Orders,Bug,low,resolved,4.0,5,Met,3.0
TKT04156,2024-05-30,2024-05-30,Database Support,Neha,API Integration,Performance Issue,High,In Progress,0.0,2,Met,
TKT04157,2024-10-15,,Application Support,Sneha,Reporting,Performance Issue,HIGH,Pending Client,,2,,
TKT04158,2024-08-13,2024-08-13,Application Support,Priya,API Integration,Configuration Issue,HIGH,Resolved,0.0,2,Met,5.0
TKT04159,2024-11-18,2024-11-20,Integration Support,Divya,Orders,Performance Issue,High,In Progress,2.0,2,Met,
TKT04160,2024-12-05,2024-12-05,Integration Support,Pooja,User Management,Access Issue,Critical,Pending Client,0.0,1,Met,
TKT04161,2024-03-04,2024-03-07,Application Support,Karthik,User Management,Data Issue,High,Closed,3.0,2,Breached,2.0
TKT04162,2024-07-28,,Integration Support,Manish,API Integration,Data Issue,low,In Progress,,5,,
TKT04163,2024-12-22,2024-12-25,Infrastructure Support,Kiran,Payments,Performance Issue,High,closed,3.0,2,Breached,1.0
TKT04164,2024-09-14,2024-09-15,Application Support,Amit,API Integration ,Data Issue,HIGH,Open,1.0,2,Met,
TKT04165,2024-06-12,,Database Support,Sandeep,API Integration,Access Issue,Critical,Pending client,,1,,
TKT04166,2024-03-12,2024-03-15,Infrastructure Support,Naveen,User Management,Bug,Critical,Closed,3.0,1,Breached,
TKT04167,2024-06-01,2024-06-01,Integration Support,Arjun,Orders,Performance Issue,critical,resolved,0.0,1,Met,4.0
TKT04168,2024-08-07,2024-08-08,Database Support,Anjali,API Integration,Access Issue,HIGH,In Progress,1.0,2,Met,
TKT04169,2024-10-15,2024-10-16,Infrastructure Support,Harish,Orders,Access Issue,HIGH,resolved,1.0,2,Met,5.0
TKT04170,2024-11-30,2024-12-03,Application Support,Priya,User Management,Performance Issue,Low,closed,3.0,5,Met,
TKT04171,2024-05-07,2024-05-12,Database Support,Vikram,Orders,Access Issue,low,resolved,5.0,5,Met,5.0
TKT04172,2024-12-03,2024-12-08,Database Support,Sandeep,Orders,Bug,Medium,Closed,5.0,3,Breached,
TKT04173,2024-03-28,,Database Support,Sandeep,API Integration,Configuration Issue,Low,Open,,5,,
TKT04174,2024-08-16,2024-08-18,Integration Support,Pooja,Login ,Bug,High,Resolved,2.0,2,Met,3.0
TKT04175,2024-03-27,2024-03-29,Database Support,Neha,User Management,Configuration Issue,critical,Closed,2.0,1,Breached,3.0
TKT04176,2024-04-17,2024-04-20,Database Support,Neha,API Integration,Access Issue,HIGH,resolved,3.0,2,Breached,3.0
TKT04177,2024-03-06,2024-03-09,Database Support,Sandeep,Reporting,Bug,Low,Closed,3.0,5,Met,4.0
TKT04178,2024-02-10,2024-02-14,Application Support,Rahul,Orders,Access Issue,HIGH,resolved,4.0,2,Breached,2.0
TKT04179,2024-04-04,2024-04-05,Integration Support,Pooja,Payments ,Performance Issue,critical,closed,1.0,1,Met,
TKT04180,2024-01-26,2024-01-27,Integration Support,Arjun,API Integration ,Data Issue,low,Closed,1.0,5,Met,4.0
TKT04181,2024-01-18,,Database Support,Neha,Payments,Bug,Low,Open,,5,,
TKT04182,2024-02-01,,Application Support,Priya,Orders,Access Issue,HIGH,Pending Client,,2,,
TKT04183,2024-02-21,2024-02-23,Database Support,Vikram,API Integration,Data Issue,HIGH,Resolved,2.0,2,Met,3.0
TKT04184,2024-05-11,2024-05-13,Database Support,Neha,Orders,Performance Issue,Critical,resolved,2.0,1,Breached,
TKT04185,2024-05-02,2024-05-04,Infrastructure Support,Naveen,User Management,Bug,Medium,In Progress,2.0,3,Met,
TKT04186,2024-11-16,2024-11-17,Database Support,Vikram,Login,Access Issue,Critical,Resolved,1.0,1,Met,5.0
TKT04187,2024-08-24,2024-08-27,Integration Support,Arjun,Login ,Bug,critical,resolved,3.0,1,Breached,
TKT04188,2024-10-29,2024-10-29,Infrastructure Support,Lakshmi,API Integration,Performance Issue,High,resolved,0.0,2,Met,
TKT04189,2024-03-30,,Integration Support,Arjun,User Management,Data Issue,low,Pending Client,,5,,
TKT04190,2024-09-28,,Infrastructure Support,Naveen,Login,Performance Issue,HIGH,Pending client,,2,,
TKT04191,2024-09-22,,Integration Support,Tarun,Reporting,Configuration Issue,High,Pending Client,,2,,
TKT04192,2024-11-20,,Database Support,Rohit,Payments,Configuration Issue,High,Pending Client,,2,,
TKT04193,2024-08-22,,Application Support,Sneha,API Integration,Performance Issue,Critical,Pending Client,,1,,
TKT04194,2024-09-24,2024-09-29,Integration Support,Pooja,Payments,Bug,Low,resolved,5.0,5,Met,
TKT04195,2024-03-25,2024-03-29,Integration Support,Arjun,API Integration,Bug,low,closed,4.0,5,Met,5.0
TKT04196,2024-04-10,2024-04-10,Integration Support,Arjun,Reporting,Configuration Issue,High,In Progress,0.0,2,Met,
TKT04197,2024-11-19,2024-11-19,Database Support,Anjali,Login,Configuration Issue,critical,Resolved,0.0,1,Met,5.0
TKT04198,2024-12-11,,Application Support,Karthik,Reporting,Data Issue,Critical,In Progress,,1,,
TKT04199,2024-09-16,2024-09-19,Integration Support,Pooja,API Integration,Configuration Issue,Medium,Closed,3.0,3,Met,5.0
TKT04200,2024-05-01,2024-05-01,Integration Support,Arjun,User Management,Access Issue,critical,Closed,0.0,1,Met,5.0
TKT04201,2024-07-26,2024-07-31,Integration Support,Tarun,Login,Performance Issue,Low,resolved,5.0,5,Met,
TKT04202,2024-09-15,2024-09-18,Database Support,Rohit,User Management,Performance Issue,High,Closed,3.0,2,Breached,3.0
TKT04203,2024-07-20,2024-07-23,Database Support,Anjali,Login,Data Issue,Low,closed,3.0,5,Met,5.0
TKT04204,2024-07-29,2024-08-02,Integration Support,Tarun,Reporting,Performance Issue,low,closed,4.0,5,Met,
TKT04205,2024-06-16,2024-06-16,Infrastructure Support,Meena,Reporting,Performance Issue,HIGH,resolved,0.0,2,Met,4.0
TKT04206,2024-03-14,2024-03-21,Infrastructure Support,Meena,Payments,Access Issue,Low,closed,7.0,5,Breached,1.0
TKT04207,2024-12-29,2024-12-29,Infrastructure Support,Naveen,User Management,Access Issue,Critical,Closed,0.0,1,Met,
TKT04208,2024-11-05,2024-11-08,Infrastructure Support,Harish,API Integration,Configuration Issue,Medium,Open,3.0,3,Met,
TKT04209,2024-03-05,2024-03-07,Application Support,Sneha,API Integration,Bug,critical,Pending client,2.0,1,Breached,
TKT04210,2024-07-28,,Infrastructure Support,Lakshmi,Login ,Data Issue,Medium,In Progress,,3,,
TKT04211,2024-01-06,2024-01-06,Integration Support,Divya,API Integration,Configuration Issue,Critical,resolved,0.0,1,Met,5.0
TKT04212,2024-07-08,2024-07-12,Integration Support,Arjun,Reporting ,Performance Issue,Medium,Closed,4.0,3,Breached,2.0
TKT04213,2024-10-15,2024-10-15,Database Support,Anjali,API Integration,Data Issue,Critical,Closed,0.0,1,Met,3.0
TKT04214,2024-02-20,2024-02-20,Integration Support,Manish,Reporting,Access Issue,Critical,Open,0.0,1,Met,
TKT04215,2024-06-26,2024-06-30,Infrastructure Support,Harish,Orders,Performance Issue,low,Closed,4.0,5,Met,5.0
TKT04216,2024-04-11,2024-04-14,Integration Support,Pooja,User Management,Data Issue,Critical,Pending Client,3.0,1,Breached,
TKT04217,2024-08-22,,Application Support,Amit,User Management,Performance Issue,low,Pending client,,5,,
TKT04218,2024-05-17,,Infrastructure Support,Kiran,User Management,Configuration Issue,critical,Pending client,,1,,
TKT04219,2024-07-19,2024-07-21,Database Support,Sandeep,Payments,Performance Issue,low,Resolved,2.0,5,Met,3.0
TKT04220,2024-05-10,,Application Support,Sneha,Reporting,Bug,critical,Pending client,,1,,
TKT04221,2024-02-21,2024-02-26,Database Support,Rohit,Orders ,Bug,Low,Closed,5.0,5,Met,5.0
TKT04222,2024-04-01,,Infrastructure Support,Kiran,User Management,Performance Issue,Critical,Open,,1,,
TKT04223,2024-10-03,2024-10-03,Integration Support,Pooja,Login,Bug,High,Closed,0.0,2,Met,4.0
TKT04224,2024-09-27,2024-09-30,Application Support,Karthik,Payments,Bug,Medium,Resolved,3.0,3,Met,5.0
TKT04225,2024-06-17,2024-06-17,Infrastructure Support,Naveen,API Integration,Bug,HIGH,Open,0.0,2,Met,
TKT04226,2024-12-31,,Integration Support,Pooja,User Management,Performance Issue,Low,Pending Client,,5,,
TKT04227,2024-08-18,,Application Support,Rahul,Login,Configuration Issue,Medium,Open,,3,,
TKT04228,2024-06-17,2024-06-20,Infrastructure Support,Harish,API Integration,Configuration Issue,High,closed,3.0,2,Breached,3.0
TKT04229,2024-11-01,2024-11-03,Application Support,Karthik,Reporting ,Bug,low,Closed,2.0,5,Met,
TKT04230,2024-08-17,2024-08-18,Application Support,Priya,Reporting ,Data Issue,High,In Progress,1.0,2,Met,
TKT04231,2024-05-08,2024-05-09,Infrastructure Support,Harish,Reporting,Data Issue,High,Pending client,1.0,2,Met,
TKT04232,2024-09-04,,Database Support,Neha,Login,Configuration Issue,Medium,Pending Client,,3,,
TKT04233,2024-03-01,,Infrastructure Support,Harish,Orders,Data Issue,Medium,Open,,3,,
TKT04234,2024-03-10,,Database Support,Neha,Login,Configuration Issue,High,Pending client,,2,,
TKT04235,2024-11-13,2024-11-16,Database Support,Rohit,Login,Data Issue,low,closed,3.0,5,Met,
TKT04236,2024-03-05,,Application Support,Amit,Orders,Access Issue,Low,Pending Client,,5,,
TKT04237,2024-06-21,,Integration Support,Pooja,Orders,Data Issue,Critical,Pending Client,,1,,
TKT04238,2024-02-14,,Integration Support,Tarun,API Integration,Configuration Issue,critical,Open,,1,,
TKT04239,2024-06-18,2024-06-19,Application Support,Priya,Reporting,Access Issue,High,Closed,1.0,2,Met,5.0
TKT04240,2024-12-27,2025-01-01,Integration Support,Arjun,API Integration,Bug,HIGH,closed,5.0,2,Breached,1.0
TKT04241,2024-11-21,,Application Support,Sneha,Reporting,Performance Issue,Low,Open,,5,,
TKT04242,2024-04-25,2024-04-25,Integration Support,Arjun,Orders,Configuration Issue,critical,closed,0.0,1,Met,3.0
TKT04243,2024-03-10,2024-03-14,Application Support,Priya,API Integration ,Performance Issue,High,closed,4.0,2,Breached,
TKT04244,2024-07-13,2024-07-17,Database Support,Neha,Login,Data Issue,Low,Closed,4.0,5,Met,3.0
TKT04245,2024-05-24,2024-05-29,Database Support,Anjali,API Integration,Access Issue,Low,Pending Client,5.0,5,Met,
TKT04246,2024-01-07,2024-01-10,Integration Support,Pooja,User Management,Access Issue,High,resolved,3.0,2,Breached,1.0
TKT04247,2024-06-11,2024-06-15,Integration Support,Divya,Orders,Data Issue,low,Resolved,4.0,5,Met,4.0
TKT04248,2024-02-06,2024-02-09,Application Support,Priya,Login,Configuration Issue,Low,Closed,3.0,5,Met,5.0
TKT04249,2024-01-01,,Application Support,Karthik,API Integration,Configuration Issue,critical,In Progress,,1,,
TKT04250,2024-07-23,2024-07-29,Database Support,Sandeep,User Management,Data Issue,low,Resolved,6.0,5,Breached,2.0
TKT04251,2024-04-17,2024-04-19,Application Support,Priya,API Integration,Access Issue,High,closed,2.0,2,Met,
TKT04252,2024-08-11,2024-08-14,Application Support,Amit,API Integration,Performance Issue,critical,Open,3.0,1,Breached,
TKT04253,2024-11-16,,Infrastructure Support,Harish,User Management,Configuration Issue,HIGH,In Progress,,2,,
TKT04254,2024-03-13,,Integration Support,Pooja,Payments,Performance Issue,Medium,Pending client,,3,,
TKT04255,2024-10-02,,Infrastructure Support,Lakshmi,Reporting,Bug,low,Pending client,,5,,
TKT04256,2024-10-09,,Application Support,Amit,Login,Access Issue,critical,Pending client,,1,,
TKT04257,2024-11-13,,Integration Support,Manish,User Management,Performance Issue,critical,Pending client,,1,,
TKT04258,2024-07-05,2024-07-09,Integration Support,Divya,Reporting,Data Issue,low,Closed,4.0,5,Met,4.0
TKT04259,2024-03-06,2024-03-07,Integration Support,Divya,Payments,Access Issue,Medium,Open,1.0,3,Met,
TKT04260,2024-04-14,2024-04-14,Integration Support,Tarun,Reporting,Bug,Critical,Resolved,0.0,1,Met,3.0
TKT04261,2024-09-01,2024-09-03,Application Support,Karthik,API Integration,Performance Issue,Medium,Closed,2.0,3,Met,5.0
TKT04262,2024-11-24,2024-11-27,Application Support,Karthik,Orders,Data Issue,High,Closed,3.0,2,Breached,2.0
TKT04263,2024-06-08,,Integration Support,Arjun,Login,Data Issue,HIGH,In Progress,,2,,
TKT04264,2024-09-11,2024-09-11,Infrastructure Support,Meena,Reporting,Access Issue,HIGH,Resolved,0.0,2,Met,3.0
TKT04265,2024-03-13,2024-03-19,Application Support,Priya,User Management,Access Issue,Low,In Progress,6.0,5,Breached,
TKT04266,2024-01-06,,Infrastructure Support,Harish,Reporting,Data Issue,Critical,Open,,1,,
TKT04267,2024-01-18,,Infrastructure Support,Kiran,Orders,Configuration Issue,Low,In Progress,,5,,
TKT04268,2024-05-04,,Database Support,Neha,User Management,Data Issue,Medium,Pending Client,,3,,
TKT04269,2024-08-10,,Integration Support,Arjun,Reporting,Configuration Issue,Low,In Progress,,5,,
TKT04270,2024-01-16,2024-01-16,Application Support,Priya,Reporting,Access Issue,Critical,resolved,0.0,1,Met,5.0
TKT04271,2024-09-15,,Infrastructure Support,Kiran,API Integration,Bug,Critical,Open,,1,,
TKT04272,2024-08-11,2024-08-18,Integration Support,Arjun,User Management,Bug,low,In Progress,7.0,5,Breached,
TKT04273,2024-05-18,2024-05-26,Infrastructure Support,Meena,Payments,Access Issue,low,In Progress,8.0,5,Breached,
TKT04274,2024-10-08,2024-10-11,Integration Support,Manish,Payments,Configuration Issue,HIGH,resolved,3.0,2,Breached,3.0
TKT04275,2024-03-15,2024-03-15,Database Support,Neha,User Management,Performance Issue,critical,Closed,0.0,1,Met,
TKT04276,2024-08-21,2024-08-22,Database Support,Neha,API Integration,Configuration Issue,Critical,Closed,1.0,1,Met,
TKT04277,2024-08-19,,Infrastructure Support,Meena,API Integration,Configuration Issue,Medium,Pending Client,,3,,
TKT04278,2024-08-20,2024-08-22,Infrastructure Support,Kiran,API Integration,Bug,Medium,Resolved,2.0,3,Met,3.0
TKT04279,2024-02-28,2024-03-01,Infrastructure Support,Harish,Orders,Data Issue,Low,closed,2.0,5,Met,4.0
TKT04280,2024-01-07,,Integration Support,Pooja,Reporting,Access Issue,High,Open,,2,,
TKT04281,2024-12-19,2024-12-26,Database Support,Rohit,Payments,Data Issue,Low,Open,7.0,5,Breached,
TKT04282,2024-03-31,2024-04-08,Infrastructure Support,Meena,User Management,Access Issue,Low,In Progress,8.0,5,Breached,
TKT04283,2024-06-27,2024-06-30,Integration Support,Tarun,API Integration,Performance Issue,Medium,Resolved,3.0,3,Met,4.0
TKT04284,2024-08-05,2024-08-07,Application Support,Sneha,Orders,Configuration Issue,HIGH,Closed,2.0,2,Met,3.0
TKT04285,2024-12-27,,Integration Support,Arjun,Login,Configuration Issue,Low,Pending client,,5,,
TKT04286,2024-07-28,,Database Support,Anjali,Login,Configuration Issue,High,Pending Client,,2,,
TKT04287,2024-06-10,2024-06-15,Database Support,Sandeep,API Integration,Configuration Issue,Medium,Pending Client,5.0,3,Breached,
TKT04288,2024-11-03,2024-11-07,Application Support,Sneha,Reporting,Performance Issue,Medium,resolved,4.0,3,Breached,
TKT04289,2024-11-29,2024-12-02,Integration Support,Tarun,Reporting,Configuration Issue,High,resolved,3.0,2,Breached,
TKT04290,2024-08-28,,Integration Support,Arjun,API Integration ,Data Issue,Low,Open,,5,,
TKT04291,2024-03-05,,Integration Support,Arjun,API Integration,Bug,Low,Open,,5,,
TKT04292,2024-06-14,2024-06-15,Integration Support,Tarun,Login,Performance Issue,High,Open,1.0,2,Met,
TKT04293,2024-08-03,2024-08-04,Integration Support,Arjun,Payments,Performance Issue,High,Closed,1.0,2,Met,
TKT04294,2024-08-09,,Infrastructure Support,Lakshmi,API Integration,Performance Issue,Critical,Pending client,,1,,
TKT04295,2024-09-24,2024-09-27,Integration Support,Pooja,Orders,Bug,Low,closed,3.0,5,Met,4.0
TKT04296,2024-04-29,,Application Support,Amit,Reporting,Data Issue,High,Open,,2,,
TKT04297,2024-01-06,2024-01-07,Database Support,Sandeep,User Management,Access Issue,High,Closed,1.0,2,Met,4.0
TKT04298,2024-03-09,,Integration Support,Manish,Login,Performance Issue,HIGH,Pending client,,2,,
TKT04299,2024-10-18,2024-10-19,Integration Support,Tarun,Reporting,Configuration Issue,HIGH,resolved,1.0,2,Met,
TKT04300,2024-12-14,,Infrastructure Support,Naveen,Login ,Data Issue,High,Open,,2,,
TKT04301,2024-03-20,2024-03-24,Application Support,Karthik,Payments,Data Issue,low,Pending client,4.0,5,Met,
TKT04302,2024-06-28,,Infrastructure Support,Kiran,Login,Data Issue,Critical,In Progress,,1,,
TKT04303,2024-05-17,,Database Support,Anjali,User Management,Configuration Issue,Medium,Pending Client,,3,,
TKT04304,2024-09-20,2024-09-20,Application Support,Karthik,User Management,Performance Issue,Medium,Pending client,0.0,3,Met,
TKT04305,2024-10-22,,Infrastructure Support,Meena,API Integration,Access Issue,High,Open,,2,,
TKT04306,2024-07-23,,Integration Support,Arjun,User Management,Access Issue,low,Pending client,,5,,
TKT04307,2024-03-02,,Integration Support,Arjun,Login,Performance Issue,High,In Progress,,2,,
TKT04308,2024-10-08,2024-10-12,Database Support,Vikram,Payments ,Bug,low,Resolved,4.0,5,Met,4.0
TKT04309,2024-01-06,,Infrastructure Support,Kiran,Payments,Configuration Issue,High,Pending Client,,2,,
TKT04310,2024-07-31,2024-08-03,Infrastructure Support,Meena,Login,Performance Issue,Medium,Resolved,3.0,3,Met,4.0
TKT04311,2024-04-17,2024-04-22,Application Support,Priya,API Integration ,Access Issue,low,Resolved,5.0,5,Met,
TKT04312,2024-08-30,,Infrastructure Support,Meena,Login,Access Issue,low,Pending client,,5,,
TKT04313,2024-10-23,2024-10-27,Infrastructure Support,Lakshmi,Login,Access Issue,low,resolved,4.0,5,Met,
TKT04314,2024-10-13,2024-10-13,Database Support,Rohit,Login,Access Issue,Critical,closed,0.0,1,Met,
TKT04315,2024-08-20,,Integration Support,Arjun,Reporting,Data Issue,low,Pending client,,5,,
TKT04316,2024-10-28,,Integration Support,Arjun,User Management ,Access Issue,Critical,Open,,1,,
TKT04317,2024-01-20,,Infrastructure Support,Harish,Login,Performance Issue,High,In Progress,,2,,
TKT04318,2024-11-17,2024-11-22,Integration Support,Tarun,User Management,Configuration Issue,low,Pending client,5.0,5,Met,
TKT04319,2024-06-15,2024-06-16,Integration Support,Manish,User Management,Configuration Issue,HIGH,In Progress,1.0,2,Met,
TKT04320,2024-02-25,2024-02-28,Database Support,Anjali,API Integration,Access Issue,High,Closed,3.0,2,Breached,
TKT04321,2024-08-31,2024-08-31,Integration Support,Arjun,Orders,Performance Issue,Critical,In Progress,0.0,1,Met,
TKT04322,2024-02-14,2024-02-19,Application Support,Priya,User Management,Access Issue,Medium,Pending Client,5.0,3,Breached,
TKT04323,2024-03-02,,Database Support,Sandeep,Payments,Access Issue,HIGH,Open,,2,,
TKT04324,2024-02-01,2024-02-01,Database Support,Sandeep,Orders,Access Issue,low,Pending client,0.0,5,Met,
TKT04325,2024-02-14,2024-02-14,Application Support,Rahul,Orders,Data Issue,High,Resolved,0.0,2,Met,4.0
TKT04326,2024-12-25,2024-12-30,Infrastructure Support,Meena,Payments,Data Issue,Critical,closed,5.0,1,Breached,1.0
TKT04327,2024-10-16,2024-10-20,Application Support,Priya,Orders,Performance Issue,Low,resolved,4.0,5,Met,3.0
TKT04328,2024-04-23,2024-04-23,Integration Support,Arjun,Orders,Data Issue,Critical,Open,0.0,1,Met,
TKT04329,2024-07-24,2024-07-26,Database Support,Rohit,Reporting,Configuration Issue,HIGH,Pending Client,2.0,2,Met,
TKT04330,2024-02-12,,Infrastructure Support,Lakshmi,Reporting,Configuration Issue,Low,Open,,5,,
TKT04331,2024-09-19,2024-09-24,Infrastructure Support,Harish,API Integration,Performance Issue,Low,resolved,5.0,5,Met,3.0
TKT04332,2024-09-16,,Integration Support,Manish,Reporting,Access Issue,Critical,Open,,1,,
TKT04333,2024-05-15,,Database Support,Anjali,Orders,Access Issue,critical,In Progress,,1,,
TKT04334,2024-05-25,2024-05-29,Integration Support,Pooja,API Integration,Access Issue,HIGH,Closed,4.0,2,Breached,
TKT04335,2024-12-21,2024-12-23,Infrastructure Support,Kiran,Orders,Bug,HIGH,In Progress,2.0,2,Met,
TKT04336,2024-04-19,2024-04-22,Integration Support,Divya,Orders,Data Issue,HIGH,resolved,3.0,2,Breached,
TKT04337,2024-07-01,2024-07-02,Infrastructure Support,Meena,User Management,Data Issue,Critical,Pending client,1.0,1,Met,
TKT04338,2024-02-09,,Database Support,Rohit,User Management,Access Issue,HIGH,Open,,2,,
TKT04339,2024-04-23,2024-04-27,Database Support,Rohit,User Management ,Access Issue,Medium,Closed,4.0,3,Breached,
TKT04340,2024-08-28,,Application Support,Amit,User Management,Access Issue,Low,Open,,5,,
TKT04341,2024-07-22,,Infrastructure Support,Meena,Login,Access Issue,Critical,Open,,1,,
TKT04342,2024-01-24,2024-01-29,Infrastructure Support,Naveen,Payments,Performance Issue,low,Pending client,5.0,5,Met,
TKT04343,2024-06-20,2024-06-22,Infrastructure Support,Harish,API Integration,Configuration Issue,Critical,resolved,2.0,1,Breached,3.0
TKT04344,2024-05-07,2024-05-10,Application Support,Rahul,User Management,Bug,Critical,resolved,3.0,1,Breached,
TKT04345,2024-05-03,2024-05-06,Integration Support,Divya,Reporting,Access Issue,Medium,Pending client,3.0,3,Met,
TKT04346,2024-12-03,2024-12-03,Integration Support,Manish,API Integration,Bug,critical,Pending Client,0.0,1,Met,
TKT04347,2024-11-11,2024-11-12,Infrastructure Support,Meena,User Management,Data Issue,HIGH,Resolved,1.0,2,Met,4.0
TKT04348,2024-12-17,2024-12-22,Database Support,Sandeep,Payments,Data Issue,low,resolved,5.0,5,Met,3.0
TKT04349,2024-01-29,,Database Support,Neha,Payments ,Configuration Issue,Low,Open,,5,,
TKT04350,2024-01-31,,Application Support,Priya,User Management,Bug,Critical,Pending client,,1,,
TKT04351,2024-03-15,2024-03-15,Application Support,Amit,Login,Configuration Issue,critical,Resolved,0.0,1,Met,
TKT04352,2024-09-21,2024-09-25,Integration Support,Divya,Orders,Access Issue,low,Resolved,4.0,5,Met,4.0
TKT04353,2024-05-16,2024-05-19,Application Support,Amit,Orders,Performance Issue,Medium,Closed,3.0,3,Met,4.0
TKT04354,2024-11-12,,Infrastructure Support,Lakshmi,User Management ,Bug,Critical,Pending Client,,1,,
